record_id,employee_id,employee_full_name,department,job_title,pay_period_start,pay_period_end,pay_month,base_salary_monthly,bonus,overtime_hours,overtime_pay,deductions,net_pay,pay_date,payment_method,currency_code
486,486,Elnore Exton,Business Development,Legal Assistant,3/29/2024,6/9/2026,38,2689.35,18503.82,19.6,1552.86,1982.04,20763.99,1/8/2025,265470158,EUR
487,487,Janey Leetham,Business Development,Office Assistant II,11/20/2024,9/30/2024,99,6421.69,1003.7,45.8,2684.16,7703.1,2406.45,6/21/2026,107001805,PLN
488,488,Timothea Addeycott,Human Resources,Associate Professor,11/13/2026,1/8/2026,50,12738.15,1021.79,49.8,5829.93,4254.3,15335.57,8/3/2024,011201458,EUR
489,489,Susan Varns,Support,Assistant Manager,7/3/2025,9/3/2026,64,15409.32,9770.73,40.6,2689.91,7215.85,20654.11,12/25/2024,051008996,TZS
490,490,Amelie Paxman,Accounting,Help Desk Operator,1/4/2026,5/19/2024,27,14092.06,3038.34,35.6,2436.52,1121.04,18445.88,7/12/2026,226071004,CNY
491,491,Raoul Filpo,Engineering,Data Coordinator,11/1/2024,9/2/2026,77,5073.65,8990.28,5.1,2053.66,888.75,15228.84,1/28/2026,053107633,PKR
492,492,Jarvis Corben,Research and Development,Help Desk Operator,6/14/2024,3/10/2024,28,12363.04,9667.77,55.9,283.93,248.56,22066.18,9/17/2025,064107729,IRR
493,493,Pen Grabban,Human Resources,Senior Cost Accountant,12/19/2024,10/25/2026,46,18315.23,8717.52,17.4,5685.84,2315.22,30403.37,7/15/2024,113002296,CNY
494,494,Willdon Donnellan,Services,Structural Engineer,6/26/2025,3/26/2025,2,6909.4,1401.2,37.4,5324.86,4774.26,8861.2,10/7/2025,091901192,UAH
495,495,Garrek Waterman,Services,Automation Specialist III,4/13/2024,1/29/2025,89,9338.19,12620.07,44.9,3051.32,1380.59,23628.99,12/21/2026,271971560,CZK
496,496,Neila Fancett,Legal,Office Assistant IV,1/9/2025,12/15/2025,84,8126.02,1081.54,27.2,597.41,3797.86,6007.11,3/8/2024,323070380,PHP
497,497,Roana Clohissy,Support,Senior Editor,1/7/2025,3/11/2024,12,8985.21,641.27,50.1,302.19,7751.57,2177.1,9/5/2026,112204286,CAD
498,498,Leanor Espinheira,Accounting,VP Sales,7/22/2024,7/17/2025,43,5205.77,3016.67,55.4,2917.79,4656.73,6483.5,5/31/2026,121143891,IDR
499,499,Catha Bohje,Sales,Database Administrator I,5/12/2025,4/24/2024,8,17750.78,18619.6,46.6,4895.74,4183.78,37082.34,2/24/2025,082906517,BRL
500,500,Lynelle Bayless,Training,Account Coordinator,1/3/2024,5/10/2026,1,16284.0,1455.54,3.8,4374.08,5869.2,16244.42,8/27/2025,075901354,EUR
501,501,Standford Surcomb,Services,Budget/Accounting Analyst III,9/21/2025,11/7/2024,64,5592.86,6316.11,26.6,895.15,2821.68,9982.44,11/24/2026,101108377,CNY
502,502,Beltran Antonio,Marketing,Nurse,2/8/2025,1/21/2025,50,18117.59,12921.89,44.9,4021.71,4506.22,30554.97,4/5/2025,311981562,MXN
503,503,Jory Healy,Training,Financial Analyst,6/5/2026,6/7/2024,31,5080.03,19098.7,2.3,2935.07,1644.75,25469.05,10/20/2024,031902876,MXN
504,504,Leese Ramsier,Sales,Food Chemist,5/24/2026,4/19/2026,91,14701.0,16996.33,45.4,5856.14,2211.69,35341.78,9/30/2025,056003174,HUF
505,505,Gav Scamp,Human Resources,Web Developer II,5/9/2025,7/23/2026,95,11818.03,18517.98,19.7,4877.84,954.44,34259.41,12/15/2024,082901619,IDR
506,506,Susannah Loughman,Training,Data Coordinator,4/2/2026,7/16/2026,60,5623.27,19263.08,45.6,1858.32,7117.88,19626.79,6/22/2024,091905253,THB
507,507,Bernardina Kenington,Training,Database Administrator I,9/9/2024,4/24/2024,86,12283.64,4587.39,54.0,1310.03,5572.04,12609.02,7/25/2025,011110688,PLN
508,508,Cassondra Sambell,Training,Human Resources Manager,10/7/2025,7/19/2024,91,16985.61,3156.57,37.0,4368.15,5911.29,18599.04,9/5/2026,042205038,THB
509,509,Rutger Handling,Training,Administrative Officer,5/17/2025,12/8/2025,15,15551.08,3705.8,26.2,1858.23,106.99,21008.12,8/14/2024,075906702,CNY
510,510,Casie Durston,Legal,Pharmacist,12/23/2026,1/11/2026,33,5737.3,1539.62,3.6,3782.98,4836.28,6223.62,9/20/2026,104000058,EUR
511,511,Linnie Mallebone,Training,Analyst Programmer,9/14/2024,5/29/2025,12,12727.45,3862.78,1.8,2171.84,1135.58,17626.49,12/6/2025,041203374,EUR
512,512,Gardie Obray,Product Management,Automation Specialist III,10/1/2026,3/9/2026,31,9385.93,15394.52,9.7,4623.47,992.5,28411.42,12/25/2024,113100745,EUR
513,513,Elsinore Flisher,Human Resources,Financial Advisor,11/5/2025,9/27/2024,92,2608.66,5690.64,36.8,5289.22,6097.58,7490.94,10/5/2024,122037087,CNY
514,514,Quintana Castelijn,Human Resources,Research Nurse,10/8/2026,9/6/2024,41,16313.71,12347.47,48.5,3758.74,2203.56,30216.36,3/17/2024,061203338,CZK
515,515,Barbara Tonge,Legal,Social Worker,9/30/2024,5/5/2024,58,16734.4,8383.82,30.8,2642.98,5652.6,22108.6,8/30/2026,211370846,CNY
516,516,Ediva Scolts,Engineering,Sales Associate,7/13/2026,10/8/2025,82,14696.11,10868.52,25.2,3729.35,7798.36,21495.62,5/13/2024,065400755,MXN
517,517,Aubine Kupker,Engineering,Environmental Specialist,1/14/2026,3/22/2024,65,18970.19,13029.28,29.8,5086.62,534.1,36551.99,9/11/2025,123206817,CNY
518,518,Wain Thay,Research and Development,Dental Hygienist,12/25/2025,4/5/2024,76,13643.03,7646.72,58.1,0.47,1452.24,19837.98,6/17/2026,221371644,ARS
519,519,Gwendolen Scotson,Accounting,Senior Editor,4/10/2026,12/2/2024,84,13838.56,6723.05,27.0,3965.32,3468.5,21058.43,7/5/2024,283071788,VND
520,520,Dagny Gravenell,Services,Media Manager IV,6/10/2025,8/7/2025,10,12133.75,18901.44,48.6,4509.05,2755.26,32788.98,3/17/2025,102300336,JPY
521,521,Bryn Martinuzzi,Support,Business Systems Development Analyst,7/16/2024,10/8/2026,91,15899.61,17161.41,35.5,2390.36,5615.7,29835.68,6/11/2025,044112488,USD
522,522,Quincey Klimentov,Services,Senior Editor,9/1/2024,8/5/2024,72,8744.44,8209.1,20.7,5733.08,1104.2,21582.42,2/20/2025,226071091,RUB
523,523,Kara Manser,Business Development,Accounting Assistant IV,1/9/2026,1/20/2024,3,16819.06,6588.65,26.1,4168.31,1086.81,26489.21,10/18/2024,071112354,PLN
524,524,Tybalt Lawtey,Legal,Geological Engineer,5/19/2025,1/14/2026,58,5802.88,17240.8,8.7,3894.9,4193.25,22745.33,5/4/2024,275071314,LTL
525,525,Henry Langham,Marketing,Data Coordinator,3/25/2025,6/14/2024,42,16289.1,11795.2,31.5,1761.88,3177.63,26668.55,6/5/2026,065401246,EUR
526,526,Zara Stuckley,Product Management,Tax Accountant,12/24/2025,11/23/2024,23,7357.64,6581.62,51.9,89.74,2062.72,11966.28,8/10/2025,071906573,CNY
527,527,Jessica Scadden,Engineering,Business Systems Development Analyst,9/6/2025,12/1/2026,24,7206.27,11783.66,21.0,4273.27,1835.57,21427.63,4/8/2026,071925871,BOB
528,528,Salvatore Dalglish,Support,Staff Accountant II,5/5/2025,8/4/2024,17,17418.73,1934.5,10.4,3721.34,1674.13,21400.44,6/27/2025,082904726,NGN
529,529,Doralyn Szymanzyk,Engineering,Junior Executive,2/3/2026,7/14/2024,69,13675.46,3509.86,26.7,361.46,7005.45,10541.33,1/30/2025,064107994,IDR
530,530,Maurita Brodbin,Sales,Sales Representative,5/8/2024,8/9/2024,68,2552.53,4999.37,49.5,656.36,3544.87,4663.39,2/19/2024,241270974,IDR
531,531,Alyse Free,Business Development,Community Outreach Specialist,11/9/2026,10/26/2025,64,14405.53,12197.14,50.5,691.71,4798.09,22496.29,7/16/2026,063114920,RUB
532,532,Rolf Scryne,Marketing,Compensation Analyst,3/3/2026,11/7/2025,96,12053.28,1788.46,44.4,3524.98,5611.44,11755.28,7/1/2024,021200957,RUB
533,533,Pavlov Andreutti,Human Resources,VP Marketing,11/6/2025,10/25/2026,61,14304.02,17716.21,37.1,2442.64,5243.4,29219.47,2/19/2024,042203001,EUR
534,534,Amaleta Gulliford,Support,Senior Financial Analyst,4/27/2026,9/25/2024,69,3044.29,15449.03,36.7,5507.88,5423.61,18577.59,8/23/2026,063114894,IDR
535,535,Holmes Sargent,Product Management,Civil Engineer,7/19/2024,1/18/2025,37,16177.09,18109.79,53.0,707.37,2674.48,32319.77,7/27/2025,111912197,CNY
536,536,Lilith Dogerty,Marketing,Nuclear Power Engineer,8/27/2026,1/16/2026,11,3756.44,13370.47,7.4,4568.19,2350.93,19344.17,6/25/2024,042101459,BWP
537,537,Alli Aumerle,Research and Development,Biostatistician I,7/14/2024,3/29/2024,78,8908.47,8670.78,37.7,110.66,6424.48,11265.43,7/10/2025,071117760,RUB
538,538,Stefanie Grob,Research and Development,Biostatistician I,5/5/2024,4/12/2025,42,12699.48,13082.31,14.1,2271.83,3455.29,24598.33,7/29/2024,211070146,BWP
539,539,Jeremie Pietruszka,Marketing,Civil Engineer,2/16/2026,10/25/2025,1,19587.67,2181.02,51.7,5837.24,351.67,27254.26,5/1/2025,091910879,PLN
540,540,Chryste Larn,Engineering,Web Designer I,9/26/2024,9/9/2026,7,15683.16,18715.55,54.5,2509.95,5318.92,31589.74,12/11/2024,083906707,AMD
541,541,Bowie Maxweell,Legal,Speech Pathologist,7/8/2024,11/18/2024,67,7878.7,738.96,56.7,385.21,1759.51,7243.36,2/7/2025,026007906,PLN
542,542,Tonya Pedrol,Accounting,Web Designer I,12/21/2024,4/1/2024,7,10980.49,942.53,0.5,4971.54,2158.86,14735.7,6/21/2026,021000128,EUR
543,543,Drusie Betun,Sales,Assistant Professor,8/3/2024,7/28/2026,74,11739.77,8422.14,53.4,2901.39,3824.77,19238.53,12/22/2025,063115123,USD
544,544,Lanie Pasfield,Services,Editor,9/6/2024,4/5/2026,69,17684.11,11345.7,46.5,5390.4,5020.13,29400.08,4/5/2024,211170185,EUR
545,545,Butch Lesurf,Legal,Senior Financial Analyst,11/11/2026,9/18/2025,91,3953.75,9232.78,24.8,1479.06,7635.84,7029.75,7/8/2025,071918286,IDR
546,546,Tisha Ackermann,Training,Geological Engineer,5/5/2026,9/23/2026,83,12151.04,5522.81,1.8,699.08,3580.05,14792.88,7/17/2025,114921842,COP
547,547,Lillian Kemish,Product Management,Graphic Designer,3/13/2024,12/10/2025,16,14875.99,17119.47,57.6,2085.22,3429.5,30651.18,1/19/2025,114921172,EUR
548,548,Susi Godspede,Human Resources,Geological Engineer,11/20/2024,10/15/2026,9,4262.99,17542.65,46.7,2456.8,1196.74,23065.7,5/16/2026,071925635,CNY
549,549,Jobi Hazlehurst,Engineering,Registered Nurse,9/29/2024,4/8/2026,10,7023.06,11157.77,43.3,3373.27,108.15,21445.95,11/24/2025,065403370,BRL
550,550,Issiah Nesbitt,Research and Development,Cost Accountant,11/12/2024,5/31/2024,76,4541.26,12450.68,49.8,5059.28,1490.34,20560.88,7/15/2026,021000322,HTG
551,551,Davis Langabeer,Legal,Desktop Support Technician,7/3/2026,5/15/2026,64,4775.16,8134.3,50.1,2075.34,4829.99,10154.81,8/22/2026,226070296,IDR
552,552,Hurlee Fadden,Accounting,Assistant Professor,1/25/2025,4/6/2025,15,4395.17,11481.52,59.0,3811.36,5003.12,14684.93,4/15/2026,292970854,USD
553,553,Connor Coxhell,Services,Sales Representative,2/27/2025,12/5/2025,70,5415.29,1839.41,52.5,3512.16,7815.2,2951.66,4/23/2026,052000016,CNY
554,554,Marlon Drury,Engineering,Design Engineer,7/12/2024,11/14/2026,41,16988.61,19348.08,48.0,2081.33,761.46,37656.56,12/18/2026,074905225,IQD
555,555,Roberta Williscroft,Product Management,Speech Pathologist,12/21/2026,10/23/2024,25,16651.4,6591.7,56.9,2896.21,5868.01,20271.3,10/19/2024,091308164,SEK
556,556,Marlee MacTrustey,Research and Development,Senior Cost Accountant,4/21/2024,12/24/2025,50,8933.85,7930.59,56.2,4027.91,4378.61,16513.74,11/18/2025,111921751,THB
557,557,Augusto Schiersch,Training,Database Administrator I,5/2/2024,4/18/2026,89,15207.69,3547.76,52.3,2045.76,3341.58,17459.63,1/4/2026,044115443,IDR
558,558,Odella Mohan,Marketing,Clinical Specialist,10/12/2025,5/29/2024,49,11130.38,10054.47,3.4,594.81,7066.03,14713.63,5/28/2025,265371082,BRL
559,559,Bell Peirone,Product Management,Programmer Analyst IV,12/24/2026,9/1/2026,59,16949.14,1581.97,40.4,4384.06,1855.19,21059.98,12/9/2025,221672851,PLN
560,560,Nananne Layus,Services,Payment Adjustment Coordinator,9/25/2024,10/17/2026,38,4003.55,15694.14,52.3,5296.84,3413.1,21581.43,11/19/2025,101104436,IDR
561,561,Shir Maxweell,Training,Community Outreach Specialist,7/9/2026,6/24/2025,15,16570.23,12390.79,5.6,5078.69,5990.77,28048.94,5/12/2026,111914302,TJS
562,562,Susan Theakston,Support,Software Test Engineer IV,8/31/2025,9/17/2026,27,15658.73,16152.4,20.8,2338.84,1531.74,32618.23,9/12/2025,061121054,PLN
563,563,Barbara-anne Stidever,Marketing,Staff Accountant IV,8/21/2025,10/10/2024,14,9171.88,16172.68,43.1,2004.21,7065.87,20282.9,12/29/2024,226071389,IDR
564,564,Vassily Torbard,Human Resources,Actuary,10/2/2026,9/24/2026,70,3982.8,19866.93,19.1,619.28,1825.58,22643.43,3/28/2025,301271790,IDR
565,565,Agretha Wheeliker,Product Management,Software Engineer III,8/11/2026,9/9/2024,66,18894.83,10252.2,55.3,5139.11,5360.81,28925.33,12/18/2024,122243648,NIO
566,566,Deva Dilrew,Training,Analyst Programmer,7/7/2026,11/24/2025,67,14472.62,18924.97,2.5,1718.12,6576.46,28539.25,2/9/2024,101001173,GTQ
567,567,Lambert Marginson,Training,Mechanical Systems Engineer,6/18/2026,8/30/2026,23,12478.19,13640.28,50.5,263.15,3966.69,22414.93,3/22/2026,084205889,UZS
568,568,Damara Radke,Human Resources,Analyst Programmer,2/22/2026,3/7/2026,41,6904.76,19330.5,49.3,5525.81,930.65,30830.42,5/11/2025,092901706,PLN
569,569,Marilin Hyder,Business Development,Tax Accountant,1/7/2026,11/20/2025,65,7954.23,12360.55,26.1,1357.84,2775.16,18897.46,2/27/2026,071201647,RUB
570,570,Winfred Solleme,Product Management,Internal Auditor,9/16/2026,10/10/2024,75,18157.4,5302.07,44.7,1499.61,4088.5,20870.58,11/23/2025,091000019,PKR
571,571,Bethany Sagerson,Engineering,Payment Adjustment Coordinator,12/11/2026,5/19/2025,33,19459.34,11293.86,11.6,3409.14,7886.57,26275.77,12/10/2024,111915709,IDR
572,572,Willis Northage,Marketing,Biostatistician II,8/8/2025,7/16/2026,37,4523.21,6210.6,27.0,1345.93,7629.94,4449.8,12/1/2026,061113017,IDR
573,573,Nicko Golbourn,Research and Development,Software Engineer IV,8/7/2024,1/9/2024,42,9700.62,15489.86,26.9,5502.36,6653.21,24039.63,10/24/2025,061192740,SEK
574,574,Luz Ashbee,Human Resources,Teacher,5/22/2026,1/10/2025,48,7731.65,4645.81,56.3,5279.69,6405.99,11251.16,7/21/2024,053112042,GTQ
575,575,Juieta Webborn,Marketing,Speech Pathologist,11/13/2024,9/17/2026,45,8271.5,13958.71,26.1,868.36,3864.36,19234.21,6/1/2025,113024274,EUR
576,576,Rose Hold,Support,Account Executive,11/30/2025,7/16/2024,63,15935.74,83.51,5.1,3530.86,5441.43,14108.68,2/2/2024,042107754,VND
577,577,Tonie Marple,Marketing,Registered Nurse,7/1/2026,2/25/2025,32,13455.37,11720.59,23.0,1311.01,3224.94,23262.03,12/10/2024,091408695,CNY
578,578,Koenraad Tonkin,Human Resources,Quality Control Specialist,11/23/2024,2/8/2025,73,17719.29,8765.89,48.5,448.52,3538.86,23394.84,2/25/2026,065305151,EUR
579,579,Julia Swindle,Product Management,Account Coordinator,12/10/2025,11/4/2025,95,7089.42,13711.6,2.8,1668.26,4561.49,17907.79,6/9/2025,082901596,JPY
580,580,Fleming Castelain,Legal,Civil Engineer,2/26/2024,9/5/2024,22,2824.17,18352.56,56.5,2670.34,714.48,23132.59,3/9/2026,122106125,PLN
581,581,Ilaire Paradise,Legal,Legal Assistant,10/23/2026,2/7/2024,77,9734.71,6698.45,47.6,1103.53,626.07,16910.62,6/26/2026,081517693,CNY
582,582,Verine Matijevic,Accounting,Recruiter,7/7/2026,3/15/2024,59,19840.83,16636.4,19.2,5248.11,2879.01,38846.33,7/31/2025,053112660,MNT
583,583,Silvano Yggo,Training,VP Accounting,5/8/2025,8/10/2025,55,15806.79,10871.92,45.8,1958.07,2121.54,26515.24,12/20/2025,122238682,RUB
584,584,Ania Gianni,Training,Media Manager I,8/19/2026,1/7/2025,10,15816.32,13657.6,47.9,729.86,3533.21,26670.57,1/20/2024,072413706,ZAR
585,585,Geralda Pattison,Support,Recruiter,3/3/2026,8/22/2026,12,18279.09,3294.13,29.7,3028.19,5337.85,19263.56,2/24/2025,075901710,RUB
586,586,Brander Padgham,Training,Product Engineer,2/11/2025,2/22/2024,45,11493.42,11661.5,15.5,3839.6,1024.35,25970.17,9/28/2025,211870812,CNY
587,587,Ki Dewdeny,Services,Clinical Specialist,8/18/2025,6/26/2025,12,4823.52,4773.21,3.5,4940.68,2272.44,12264.97,9/6/2025,101006039,BRL
588,588,Ursala McCorkell,Product Management,VP Sales,5/13/2025,8/18/2026,6,8931.81,7895.62,16.8,2315.54,2677.96,16465.01,6/26/2026,084107628,UAH
589,589,Dav Cobbin,Human Resources,Chemical Engineer,6/10/2024,6/26/2026,13,7265.93,16868.37,55.1,2481.45,3661.59,22954.16,4/23/2025,021909300,IDR
590,590,Gae Humerstone,Business Development,Account Executive,8/14/2026,5/9/2025,63,13953.88,17422.3,22.5,3846.59,2237.09,32985.68,6/15/2026,011000206,CNY
591,591,Caryl Priest,Sales,Staff Accountant II,4/6/2025,11/12/2026,85,3293.34,19801.46,58.0,511.19,4711.22,18894.77,11/30/2024,084001915,MKD
592,592,Jayson Bransgrove,Accounting,Actuary,1/6/2024,11/2/2026,27,14984.3,8148.81,44.2,2536.55,7667.07,18002.59,2/17/2026,091800329,MAD
593,593,Linnie Laviss,Marketing,Recruiter,5/27/2026,6/17/2026,10,15981.91,7423.78,54.9,3139.09,2370.49,24174.29,6/1/2026,031304720,CAD
594,594,Sisely Anton,Research and Development,Cost Accountant,4/16/2025,3/30/2026,50,12710.09,9921.94,23.5,1301.66,3492.96,20440.73,11/28/2025,111306758,PEN
595,595,Shepard Budgeon,Services,Research Nurse,4/23/2025,6/17/2024,65,14437.4,11641.81,42.0,128.68,7093.81,19114.08,2/12/2026,084202264,EUR
596,596,Ignacio Coonihan,Engineering,Environmental Specialist,5/7/2026,8/22/2024,50,4440.6,13365.51,14.3,1337.24,1922.97,17220.38,10/26/2026,107005319,BYR
597,597,Fidole Bicheno,Training,Environmental Tech,12/16/2024,6/12/2025,30,11894.85,15387.24,14.0,1593.67,3435.43,25440.33,4/9/2026,091108746,XOF
598,598,Tanhya Pentony,Human Resources,Accountant IV,2/28/2024,8/22/2024,52,16083.13,9954.07,38.2,5967.06,7033.02,24971.24,8/28/2025,081200586,CNY
599,599,Janaya Rendell,Marketing,Civil Engineer,7/17/2024,12/30/2026,88,5879.82,7246.52,50.5,3706.72,7788.31,9044.75,11/8/2025,083905203,EUR
600,600,Aryn Lamswood,Human Resources,Media Manager II,10/14/2025,12/14/2024,58,4311.62,1492.77,16.8,649.64,4957.48,1496.55,11/7/2024,311973279,AMD
601,601,Brucie Linfoot,Research and Development,Accountant II,9/7/2026,11/16/2025,83,11929.2,13111.86,36.4,1260.94,2698.22,23603.78,2/5/2026,111908583,DKK
602,602,Ernest Danhel,Sales,Administrative Assistant IV,4/27/2024,1/23/2026,38,12179.57,16785.0,50.9,412.0,673.1,28703.47,4/2/2025,084301518,EUR
603,603,Isidoro Rolfs,Sales,Human Resources Manager,9/1/2026,6/22/2024,49,16702.94,6787.88,51.1,4149.42,5496.19,22144.05,5/17/2026,101101057,PHP
604,604,Ashla Foot,Engineering,Paralegal,1/27/2024,4/5/2024,35,19709.33,3180.64,21.7,4827.26,1273.14,26444.09,8/5/2026,263091128,SEK
605,605,Lew Wooton,Human Resources,Software Test Engineer IV,7/30/2026,5/14/2025,82,2600.2,3028.08,12.6,2371.93,2354.89,5645.32,6/22/2024,244172082,BAM
606,606,Silvio Farndell,Research and Development,Executive Secretary,12/9/2026,10/5/2026,92,3005.45,19448.54,56.7,559.28,7954.82,15058.45,3/17/2026,062203298,CNY
607,607,Veronike Smerdon,Legal,Account Coordinator,4/20/2025,12/24/2026,39,16945.83,2423.37,10.9,3284.3,1550.72,21102.78,10/7/2024,061104314,PHP
608,608,Dannye Brankley,Legal,Business Systems Development Analyst,12/29/2025,4/17/2026,99,3104.7,11733.66,8.1,1872.32,238.6,16472.08,9/6/2025,121141903,EUR
609,609,Keelia Hould,Support,Help Desk Operator,7/8/2026,5/11/2024,54,4431.55,13973.11,13.6,5883.73,1875.54,22412.85,8/29/2026,063014499,EUR
610,610,Constantine Parrin,Product Management,Software Consultant,1/9/2025,12/30/2024,48,19470.43,16486.89,39.2,1199.85,3342.02,33815.15,5/28/2026,053103640,AMD
611,611,Anatola Clowsley,Accounting,Teacher,1/28/2025,5/26/2025,74,16265.41,10095.03,23.4,3906.03,5212.71,25053.76,1/24/2025,052000278,RUB
612,612,Maggi Al Hirsi,Business Development,Cost Accountant,3/18/2024,3/25/2024,100,5290.91,3792.31,51.0,1355.39,279.47,10159.14,11/16/2024,211174136,RUB
613,613,Darlleen Petruk,Support,Physical Therapy Assistant,8/9/2024,11/8/2024,81,4893.67,10463.32,9.9,4635.57,7723.43,12269.13,4/21/2024,022000842,PLN
614,614,Jodi Sarrell,Support,Electrical Engineer,1/16/2026,10/2/2026,44,13562.15,5909.45,44.3,4378.43,906.98,22943.05,8/2/2026,091911001,JPY
615,615,Cristobal Wilkerson,Support,Occupational Therapist,8/10/2024,11/7/2025,63,2661.76,15333.11,32.1,2830.49,1523.61,19301.75,12/24/2024,075900148,PHP
616,616,Susie Dorney,Business Development,Senior Financial Analyst,2/18/2024,1/30/2024,69,18588.61,15858.94,52.1,4716.1,4330.75,34832.9,8/8/2025,044000642,IDR
617,617,Arlie Mateos,Product Management,Statistician I,1/29/2024,1/3/2026,26,8240.33,12807.16,40.5,3617.57,4089.54,20575.52,12/28/2026,103103354,EUR
618,618,Marna Voff,Legal,Registered Nurse,10/2/2026,11/10/2026,84,6840.61,17847.12,15.1,5943.54,6213.01,24418.26,10/21/2024,122000661,PHP
619,619,Hartley Wright,Services,Human Resources Manager,8/23/2025,1/21/2024,79,10297.99,16134.24,42.3,1646.16,3265.43,24812.96,2/16/2025,313071920,IDR
620,620,Guglielmo Trimmill,Business Development,Nurse Practicioner,4/14/2024,1/3/2025,92,15268.77,1339.16,15.4,1902.03,7022.79,11487.17,2/28/2024,271172987,BRL
621,621,Barr Kane,Training,Senior Editor,4/1/2025,8/10/2025,4,14170.98,16671.46,24.4,1900.96,6102.43,26640.97,11/21/2024,051402071,IDR
622,622,Rafaelita Snowsill,Legal,Software Consultant,9/25/2026,1/23/2025,71,10462.16,5864.45,52.2,4005.32,4429.35,15902.58,12/26/2025,101200929,IDR
623,623,Myrle Comizzoli,Sales,Structural Engineer,4/14/2025,12/14/2025,32,8108.24,2846.07,29.9,127.2,4047.89,7033.62,8/8/2025,275071767,SEK
624,624,Pierre Newham,Services,Senior Quality Engineer,3/25/2026,11/19/2026,24,7341.8,1263.38,25.3,4609.96,4144.72,9070.42,10/17/2024,123206590,CNY
625,625,Knox Coghlin,Human Resources,Speech Pathologist,1/16/2024,10/18/2026,60,8384.54,14127.99,7.1,2929.0,508.05,24933.48,4/26/2024,053112660,COP
626,626,Hatty Rosekilly,Training,Human Resources Assistant I,12/22/2024,12/27/2025,9,3539.39,14689.06,12.7,4206.96,7747.05,14688.36,10/31/2026,122104994,HNL
627,627,Noe Silverthorne,Product Management,Data Coordinator,2/12/2026,7/26/2026,18,16743.31,7848.25,39.4,51.02,945.91,23696.67,9/11/2026,051409210,PHP
628,628,Hagen Brettell,Training,Research Nurse,11/19/2026,9/25/2025,48,6299.48,8833.61,49.8,4605.12,6292.46,13445.75,2/16/2026,083000056,THB
629,629,Pia Tasker,Research and Development,Executive Secretary,7/28/2024,7/20/2024,58,12115.53,10098.84,11.4,2169.55,3112.68,21271.24,9/24/2025,073907758,RUB
630,630,Desiree Ruzic,Research and Development,Tax Accountant,10/8/2025,9/14/2025,98,15025.72,13163.12,8.0,5413.08,6564.04,27037.88,4/11/2024,321177861,PHP
631,631,Harvey Thams,Human Resources,Senior Financial Analyst,3/5/2025,4/26/2024,73,9199.86,12554.39,27.7,26.75,3551.27,18229.73,12/27/2024,222370440,IDR
632,632,Yorker Gerssam,Human Resources,Database Administrator III,10/26/2025,4/28/2024,72,13176.42,1206.8,48.8,3203.47,1688.35,15898.34,1/2/2024,086518723,UAH
633,633,Stanislaus Vautre,Accounting,Civil Engineer,8/25/2024,12/24/2026,80,2865.49,10540.63,23.3,2710.67,351.02,15765.77,7/11/2026,073908731,ETB
634,634,Sean Caroline,Services,Research Associate,12/3/2025,11/19/2025,73,18437.61,12422.97,39.2,3631.85,3402.68,31089.75,10/10/2025,062206101,EUR
635,635,Cyril Gravet,Sales,Software Consultant,12/13/2025,6/20/2024,15,19392.16,2825.83,33.5,4528.66,3288.91,23457.74,10/25/2025,031205955,IDR
636,636,Amelie Prozescky,Legal,Help Desk Technician,6/8/2026,6/30/2026,68,11511.8,12414.69,48.2,4792.69,5249.27,23469.91,7/15/2025,111908143,CNY
637,637,Zelma Fruen,Legal,Help Desk Operator,2/22/2024,12/11/2024,72,15125.43,4720.92,43.7,4654.08,2976.45,21523.98,1/5/2026,103101589,EUR
638,638,Ellswerth Baser,Sales,Administrative Assistant II,2/12/2026,6/23/2026,38,17912.8,3183.83,22.3,2533.93,5136.91,18493.65,2/24/2025,042200295,ARS
639,639,Marina Flury,Support,Librarian,8/3/2025,3/7/2025,54,10759.34,4102.58,51.7,3513.93,5725.59,12650.26,9/1/2024,071000013,PHP
640,640,Annalise Ranscombe,Services,Staff Accountant I,3/8/2024,5/26/2026,90,6165.79,12975.76,50.2,5427.35,5484.31,19084.59,4/29/2024,111311785,IDR
641,641,Haily Somerville,Accounting,Editor,11/29/2026,6/27/2024,16,7744.42,957.14,18.1,5759.38,3458.87,11002.07,1/7/2024,064208437,CNY
642,642,Randy Gimson,Accounting,Desktop Support Technician,2/19/2025,2/5/2024,68,11651.77,13986.04,53.1,2369.17,5303.41,22703.57,10/10/2026,073922322,PKR
643,643,Maurice Whitney,Legal,Environmental Tech,11/9/2024,5/21/2026,89,18555.08,17141.88,30.4,1521.62,50.54,37168.04,11/27/2024,111904451,CNY
644,644,Rhys Goatman,Training,Occupational Therapist,11/21/2025,2/9/2025,80,5273.49,16467.65,3.5,2974.52,3271.92,21443.74,7/31/2026,121138990,PHP
645,645,Timothy Djurisic,Sales,Mechanical Systems Engineer,3/4/2025,11/1/2025,71,12121.48,274.59,6.1,1568.56,4964.71,8999.92,3/9/2026,052000168,UAH
646,646,Brande Bodechon,Business Development,Editor,11/23/2025,5/22/2024,68,5540.34,18427.27,28.9,1925.95,3828.74,22064.82,6/19/2024,211170101,DOP
647,647,Rodolphe McClenan,Support,Systems Administrator II,8/26/2024,11/4/2026,31,4486.54,7050.52,8.5,1177.37,703.62,12010.81,8/16/2026,111307430,BRL
